ID,Status,Zonal Office,Company,Incident Number,Incident Date,Report Date,Contaminat,Estimated Quantity,Quantity Recovered,Spill Stop Date,Type of Facility,Cause,Initial Containment Measures,Site Location Measures,Latitude,Longitude,LGA,Estimated Spill Area,Spill Area Habitat,Description of Impact,States Affected,,Form A Date,Form B Date,Form C Date,JIV Date,Present at JIV,Cleanup Date,Cleanup Completed Date,Cleanup Methods,Post-Cleanup Inspection Date,Post-Impact Assessment Date,Remediation Start,Remediation End,Remediation Type,Final Sampling Date,Final Lab Results,Certificate Date,Certificate Number,Last Updated By
244626,confirmed,wa,Heritage,HEOSL/2022/189,9/25/2022,9/26/2022,cr,50,,,pl,sab,other:none,28'' TFP LINE AT EWEREGBENE,5.5469472,5.5216389,Warri-South-West,,sw,"Vegetation and surface water were impacted, the spill was withi and outside the company's right of way.",DE,,,,,9/29/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-10-10 WA003
244744,reviewed,ph,NAOC,2022/LAR/175,9/24/2022,9/24/2022,cr,31.1,,9/25/2022,pl,sab,,18'' EBOCHA-OG0DA PL AT EGBEE,5.13475,6.5739444,Ahoada-West,0.00220612,la,TWO SPILL INCIDENT ABOUT 58METERS APART. 170MM AND 200MM HACKSAW CUT ON FACILITY,RI,,10/25/2022,,,9/26/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-01-16 PH116
244506,confirmed,ph,NAOC,2022/LAR/176,9/24/2022,9/24/2022,cr,0.83,,9/26/2022,pl,sab,pt,"18""Ebocha-Ogoda at Owube",5.1981111,6.5897778,Ogba/Egbema/Ndoni,,la,Oil stained vegetation,RI,,10/25/2022,10/25/2022,,9/26/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2022-10-13 AB014, 2022-12-29 PH116, 2023-01-16 PH116"
244237,reviewed,ph,SEPLAT,SEPLAT/EA/05/06/2022,9/23/2022,9/24/2022,cr,0.5,0.2,9/24/2022,fl,sab,,Ohaji south flow lines row,5.3750556,6.8438056,Ohaji/Egbema,,la,,IM,,9/29/2022,,11/2/2022,9/24/2022,"cmmnt,cmpny,dpr,nosdra,mltry",,,,,,,,,,,,,"2022-10-04 PH116, 2023-01-03 PH116"
244218,reviewed,ph,SPDC,FID 640150,9/23/2022,9/23/2022,Non leaking,,,,pl,sab,,"36"" Rumuekpe Nkpoku TNP @ Ibaa.",4.95429,6.80871,Emuoha,,,"Unknown person(s) installed 4"" ball valve at 12 0' Clock for crude oil theft activities.",RI,,,,,9/24/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2022-10-13 AB014
244211,reviewed,ph,NAOC,2022/LAR/174,9/23/2022,9/23/2022,cr,4,,9/23/2022,pl,sab,pt,24''Ogoda-Brass PL at Oshika Community Ahoada West LGA Rivers State,5.0743611,6.5574167,Ahoada-West,0.00116945,,"Re-impact on previously impacted area, the location is hot zone for local bunkers",RI,,10/25/2022,,,9/23/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2022-10-13 AB014, 2022-10-14 PH021, 2023-01-16 PH116"
244607,reviewed,by,NAOC,2022/SAR/108,9/22/2022,9/22/2022,cr,0.0629,0.0629,9/23/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA,4.4853889,6.0963611,Brass,0.0000109,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' VALVE ON THE FACILITY. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. SURFACE WATER WAS IMPACTED.,BY,,,,,9/23/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-13 AB014
279544,confirmed,uy,UERL,,9/21/2022,9/21/2022,cr,5,,,pl,sab,,"Itak Idim Ukpa Community, Ibeno LGA Akwa Ibom State",4.5466389,8.1644167,Ibeno,,ns,,AK,,9/21/2022,,,9/26/2022,"nosdra,dpr,mnstry,cmpny,cmmnt,oth",10/11/2022,,,11/22/2022,,,,,,,,,2023-05-09 UY006
244623,confirmed,ph,NAOC,2022/LAR/173,9/21/2022,9/21/2022,cr,2,,9/21/2022,pl,sab,,18’’ Ebocha-Ogoda pipeline at Ubeta,5.1695556,6.5903611,Ahoada-East,0.002284,la,• 300mm hacksaw cut seen on the pipeline at 11 to 2 O’clock position by unknown persons; this is attributed to third party interference (sabotage). • NAOC’s ROW was the only impacted area.,RI,,10/25/2022,10/25/2022,,9/21/2022,"nosdra,mnstry,cmpny,mltry,cmmnt",,,,,,,,,,,,,"2023-01-03 PH116, 2023-01-16 PH116"
244663,confirmed,wa,CHEVRON,NOSDRA/NC-036/2022,9/20/2022,,,,,,other: Suspected Illegal refining site,other:,,OML: 049,,,,,sw,A non Chevron spill located around OML:049 which was suspected to be from illegal refining site.,,,9/30/2022,9/30/2022,9/30/2022,,,,,,,,,,,,,,,2022-10-12 AB008
244226,confirmed,wa,ERL,ERL/M148/HSSE/NOS/2022/012,9/20/2022,9/20/2022,no,,,,fl,sab,,TP4 OKI-OZIENGBE FLOWSTATION EXPORT LINE IN KOLOKOLO COMMUNITY,6.0837133,5.485055,Ikpoba-Okha,,sw,An illegal 3'' valve was attached to the company's flowline.,DE,,,,,9/22/2022,"nosdra,dpr,cmpny,cmmnt",,,,,,,,,,,,,2022-09-26 WA003
244190,confirmed,ph,NAOC,2022/LAR/172,9/20/2022,9/20/2022,,4.04,,,pl,sab,,"18'' EOC-EGBEDA PIPELINE @ UBETA COMMUNITY, AHOADA WEST LGA, RIVERS STATE.",5.1664722,6.5888611,Ahoada-East,0.00064852,la,150MM LONG HACKSAW CUT WAS OBSERVED ON THE FACILITY AT 11-10 0'CLOCK POSITION CAUSED BY UNKNOWN PERSON(S).,RI,,10/25/2022,10/25/2022,,9/20/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-09-29 AB014, 2022-12-29 PH116, 2023-01-16 PH116"
244266,reviewed,ph,SPDC,633403,9/19/2022,9/19/2022,no,,,,pl,sab,,"18"" Assa-Rumuekpe Trunk Line @ Elele-Alimini",5.0009369,6.6983275,Emuoha,,la,"6"" Open flange welded on the Trunkline @ 12o clock position",RI,,,,,9/19/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2022-10-04 AB014
244985,confirmed,wa,Heritage,HEOSL/2022/188,9/18/2022,9/19/2022,cr,6,,,pl,cor,other:none,28'' TRANS FORCADOS PIPELINE AT ODIDI - KANTU,5.5088889,5.4763889,Warri-South-West,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,,,,,9/28/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-11-13 WA003
244606,reviewed,by,NAOC,2022/SAR/104,9/18/2022,9/18/2022,cr,150,,9/19/2022,pl,sab,bm,18'' OBAMA/BRASS PIPELINE AT TEREKE,4.5770278,6.2761944,Nembe,0.06226763,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE SIGN OF BLAST ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. SURFACE WATER AND VEGETATION WERE IMPACTED.,BY,,,,,9/19/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-13 AB014
244230,reviewed,ph,SPDC,631768,9/18/2022,,no,,,,pl,sab,,"20'' RUMUEKPE-NKPOKU PL AT RUMUEKPE, EMOHUA LGA, RIVERS STATE.",4.9782,6.6983,Emuoha,,la,3'' BALL VALVE WITH 3'' ELBOW PIPE CONNECTION INSTALLED AT THE 12 O CLOCK POSITION BY UNKNOWN PERSON,RI,,,,,9/20/2022,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,2022-09-29 AB014
247193,confirmed,wa,CHEVRON,NOSDRA/045/2022,9/17/2022,9/18/2022,no,,,,pl,sab,,CHEVRON 12'' OPUEKEBA - OLERO PIPELINE AT OLERO FIELD,5.9080556,5.0993333,Warri-North,,sw,Drill hole was observed on the company's pipeline.,DE,,,,,11/2/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-11-26 WA003
244612,confirmed,by,NAOC,2022/SAR/102,9/17/2022,9/17/2022,cr,1,1,9/17/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA,4.4818889,6.0995278,Brass,0.00054543,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE HACKSAW CUT ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. SURFACE WATER WAS IMPACTED.,BY,,9/21/2022,,,9/17/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-12 BY015
244605,confirmed,by,NAOC,2022/SAR/103,9/17/2022,9/17/2022,cr,10,0.9,9/17/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT MBIKIBA,4.4815833,6.0998056,Brass,0.00545427,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' VALVE ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. SURFACE WATER WAS IMPACTED.,BY,,9/21/2022,,,9/17/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-12 BY015
244256,reviewed,ph,SPDC,3060285,9/17/2022,,cr,,,,pl,sab,,"18"" Assa-Rumuekpe Trunk Line@ Elele-Alimini",5.0476211,,Emuoha,,la,"3"" Elbow connection on the Trunk Line @ 12o clock Positon",RI,,,,,9/17/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-29 AB014
244214,reviewed,ph,SPDC,FID 630102,9/17/2022,,no,,,,pl,sab,,"20"" Rumuekpe Nkpoku TNP @ Ibaa",4.95453,6.80876,Emuoha,,,"installation of 4"" ball valve at 12 0' Clock position for Crude oil theft activities.",RI,,,,,9/23/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-10-05 AB014
244171,confirmed,ph,NAOC,2022/LAR/169,9/17/2022,9/17/2022,cr,2,,9/19/2022,pl,sab,,"18"" Ebocha Ogoda Pipeline at Owube Community",5.1906944,6.5934722,Ogba/Egbema/Ndoni,0.0001522,la,Land and grasses were impacted within company's right of way,RI,,10/25/2022,10/25/2022,,9/19/2022,"nosdra,mnstry,cmpny,cmmnt,mltry,plc",,,,,,,,,,,,,"2022-09-29 AB014, 2023-01-03 PH116, 2023-01-16 PH116"
244169,reviewed,ph,NAOC,2022/LAR/171,9/17/2022,9/17/2022,cr,4.3,,9/19/2022,pl,sab,pt,"18"" Ebocha Ogoda Pipeline at Ubeta Community",5.16125,6.5863333,Ahoada-West,0.00055867,la,Land and grasses were impacted within company's Right of Way.,RI,,,,,9/19/2022,"nosdra,mnstry,cmpny,cmmnt,mltry,plc",,,,,,,,,,,,,2022-09-29 AB014
244188,reviewed,ph,NAOC,2022/LAR/167,9/16/2022,9/16/2022,co,0.53,,,fl,sab,pt,"OSHIE 15S FLOWLINE, OSHIE COMMUNITY, AHOADA WEST L.G.A , RIVERS STATE.",5.1037222,6.4824167,Yenagoa,0.00008048,la,290mm LONG HACKSAW CUT WAS OBSERVED IN THE FACILITY.,RI,,10/25/2022,,,9/16/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2023-01-16 PH116
244187,confirmed,ph,NAOC,2022/LAR/168,9/16/2022,9/16/2022,co,0.4,,,fl,sab,pt,"OBIAFU 41/42T FLOWLINE AT OBIAFU FIELD, OMOKU COMMUNITY, ONELGA, R/S.",5.4123333,6.6065833,Ogba/Egbema/Ndoni,0.00011332,la,150mm LONG HACKSAW CUT WAS OBSERVED AT 7 TO 10 0' CLOCK POSITION OF THE FLOWLINE.,RI,,10/25/2022,10/25/2022,,9/17/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-09-29 AB014, 2022-12-29 PH116, 2023-01-16 PH116"
244503,confirmed,wa,SEPLAT,SEPLAT/WA/105/0/2022,9/15/2022,9/16/2022,co,0.03,,,pl,sab,other:none,10'' OBEN - AMUKPE PIPELINE (ROW) AT MOSOGAR.,5.8841667,5.7358333,Ethiope-West,,la,The spill was within the company's right of way.,DE,,,,,9/20/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-30 WA003
244217,reviewed,ph,SPDC,FID 625065,9/14/2022,,no,,,,pl,sab,,"36"" Rumuekpe Nkpoku TNP @ Ibaa",4.954228,6.80867,Emuoha,,,"Unknown person(s) installed 4"" Ball at 12 0' Clock position for Crude oil theft activities.",RI,,,,,9/23/2022,"cmmnt,cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-10-05 AB014
244136,confirmed,kd,PPMC,NPSC/KAD/HSE/OSNR/22/02,9/14/2022,9/14/2022,cr,0.63,NONE,9/14/2022,pl,other:,bw,KM 264 WARRI - KADUNA BAKIN KASUWA KADUNA CHIKUN,10.27543,7.3024,Chikun,0.00009,la,The incident was due to an accident involving a truck. Construction truck belonging to Brentex CPP had contact with the 16 inches pipiline during ongoing AKK gas line project in Kaduna,KD,,9/14/2022,11/1/2022,,9/20/2022,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",6/19/2023,9/21/2023,Fertilizer (Urea and Calcium Carbonate),9/21/2022,,,,,,,,,"2022-11-14 AB017, 2023-02-10 AB008, 2023-08-03 KD004, 2023-10-04 KD004"
244064,confirmed,by,NAOC,2022/SAR/100,9/14/2022,9/14/2022,cr,10,,9/14/2022,pl,sab,,6'' AZUZUAMA/TEBIDABA 2TBPIPELINE AT IKEBIRI,4.6568889,5.9186111,Southern-Ijaw,0.00123957,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS VISIBLE DRILLED HOLES ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,,,,9/14/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-11-14 AB017
247192,confirmed,wa,CHEVRON,NOSDRA/044/2022,9/13/2022,9/14/2022,no,,,,pl,sab,,18'' DIBI - ABITEYE ROW @ DIBI,5.7280556,5.22,Warri-North,,sw,An illegal 4'' hot tap valve was attached to the company pipeline at 12 O' clock position.,DE,,,,,11/3/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-11-26 WA003
244063,confirmed,by,NAOC,2022/SAR/099,9/13/2022,9/13/2022,cr,7,0.31,9/13/2022,pl,sab,,6'' AZUZUAMA/TEBIDABA PIPELINE AT IKEBIRI,4.6583056,5.9187778,Southern-Ijaw,0.0005019,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS VISIBLE DRILLED HOLES ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,,,,9/13/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-04 AB014
244183,confirmed,ph,NAOC,2022/LAR/166,9/12/2022,9/12/2022,co,0.001,,9/13/2022,fl,sab,,Oshie 15S Flowline at Oshie Community,5.1036389,6.4820278,Yenagoa,0.00010888,la,Minimal impacted was observed within company's right of way.,RI,,10/25/2022,10/25/2022,,9/13/2022,"nosdra,mnstry,cmpny,cmmnt,plc,mltry",,,,,,,,,,,,,"2022-09-29 AB014, 2022-12-29 PH116, 2023-01-04 PH116"
244044,confirmed,wa,SPDC,623169,9/12/2022,9/16/2022,no,,,,pl,sab,,24'' TRANS ESCRAVOS PIPELINE AT OGIDIGBEN,5.5058333,5.1955556,Warri-South-West,,sw,An illegal 4'' valve was installed at the company's pipeline.,DE,,,,,9/16/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-20 WA003
243426,reviewed,ph,NAOC,2022/NL/LAR/017,9/12/2022,9/12/2022,cr,,,,pl,sab,,"24"" Ogoda-Brass P/L @ Obohdi",4.9705,6.5157778,Ahoada-West,,la,"6"" valve seen installed on P/L @ 12 o'clock posgion by unknown persons for theft purpose. It was a non leak incident.",RI,,,,,9/12/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2022-09-22 AB014
244679,reviewed,by,SPDC,2022- 620584,9/11/2022,9/11/2022,cr,,,10/5/2022,pl,sab,,"20"" OPUKUSHI/BRASS CREEK P/L @ TAMOGBENE",4.9459039,5.6699374,Ekeremor,,sw,"4"" VALVE INSTALLED @ 12 O'CLOCK POSITION.",BY,,,,,10/5/2022,"nosdra,mnstry,cmpny",,,,,,,,,,,,,2022-10-26 AB014
244209,confirmed,ph,SEPLAT,SEPLAT/EA/OS/05/2022,9/11/2022,,cr,2.8,2.6,9/14/2022,fl,sab,pt,"8"" OHAJI SOUTH FLOWLINE ROW, ASSA, OHAJI/EGBEMA LGA",5.3777778,6.8425278,Ohaji/Egbema,,la,THYE FLOWLINE WAS DAMAGED AT 6 O'CLOCK POSITION DUE TO IMPACT FROM EXPLOSIVE DEVICE,IM,,9/15/2022,,10/17/2022,9/14/2022,"cmmnt,cmpny,dpr,plc,mnstry,nosdra",,,,,,,,,,,,,"2022-11-14 AB017, 2023-01-03 PH116"
267250,confirmed,by,NAOC,2022/SAR/110,9/9/2022,9/9/2022,cr,0.13,,9/9/2022,pl,sab,bm,6'' AZUZUAMA/TEBIDABA PIPELINE @ IKEINBIRI 2 SOTHERN IJAW LGA,4.6611667,5.9191389,Southern-Ijaw,0.00009615,sw,2'' FLANGE WAS INSTALLED ON THE POINT AND AFTER 40M APART THERE WAS ANOTHER INCIDENT POINT. BY UNKNOWN PERSONS.,BY,,10/4/2022,,,9/9/2022,"nosdra,mnstry,cmpny",,,,,,,,,,,,,2022-12-09 BY015
244061,reviewed,by,NAOC,2022/SAR/096,9/9/2022,9/9/2022,cr,10,0.0025,9/10/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT KALATORU,4.5429444,5.9585,Southern-Ijaw,0.00028527,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS VISIBLE DRILLED HOLES ON THE FACILITY. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,,,,9/10/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-22 AB014
244032,confirmed,by,NAOC,2022/SAR/095,9/9/2022,9/9/2022,cr,5,0.31,9/9/2022,pl,sab,bm,6'' AZUZUAMA/TEBIDABA PIPELINE AT IKEBIRI 2,4.6589167,5.9188611,Southern-Ijaw,0.00078389,sw,"THE INCIDENT WAS DUE TO SABOTAGE SINCE THERE WAS A 2"" VALVE INSTALLED ON THE FACILITY FOR OIL THEFT ACTIVITY. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED",BY,,9/12/2022,,,9/9/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-10-12 BY015
243412,confirmed,wa,Midwestern,UPIL/002/2022,9/9/2022,9/9/2022,no,,,,pl,sab,,MWOG/UPIL 12'' PIPELINE AT ERE AWHA,5.5519444,6.1788889,Isoko-North,,la,2'' nipple was observed to be attached on the company's pipeline.,DE,,,,,9/12/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-13 WA003
244697,confirmed,ph,NAOC,2022/LAR/162,9/8/2022,9/8/2022,cr,10,NON,9/27/2022,pl,sab,,18 AT EGBEE'' EBOCHA-OGODA PIPELINE,5.1291389,6.5735833,Ahoada-West,1519.69,la,POOLS OF SPILLED OIL IN THE ENVIRONMENT,RI,,10/25/2022,10/25/2022,,9/27/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2022-11-14 AB017, 2022-12-29 PH116, 2023-01-04 PH116"
244505,confirmed,ph,NAOC,2022/LAR/163,9/8/2022,9/8/2022,cr,2.7,,9/27/2022,pl,sab,nd,"18""Ebocha-Ogoda pipeline at Ula - Ubie",5.1468056,6.5794722,Ahoada-West,356.57,la,Oil stained vegetaion,RI,,10/25/2022,10/25/2022,,9/27/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2022-10-13 AB014, 2022-12-29 PH116, 2023-01-16 PH116"
244280,confirmed,by,NAOC,2022/SAR/094,9/8/2022,9/8/2022,cr,0.004,0.004,9/9/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT LAGOSGBENE,4.4747778,6.1333056,Brass,0.00002734,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' BALL VALVE ON THE FACILITY AT 12 O'CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY.,BY,,,,,9/9/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-11-14 AB017
243455,confirmed,ph,NAOC,2022/LAR/161,9/8/2022,9/8/2022,cr,9.7,,9/8/2022,pl,sab,"dk,pt","18"" Egbocha-Ogoda pipeline at Egbe community, Ahoada west LGA, Rivers state",5.1347222,6.5739722,Ahoada-West,511,,Impacted land at facility ROW,RI,,10/25/2022,10/25/2022,,9/8/2022,"nosdra,mnstry,cmmnt,dpr,cmpny",,,,,,,,,,,,,"2022-09-15 PH154, 2022-12-29 PH116, 2023-01-16 PH116"
243363,confirmed,wa,ERL,ERL/M148/NOS/2022/011,9/8/2022,9/8/2022,no,,,,pl,sab,,6'' EXPORT PIPELINE TP1 @ AJOKI COMMUNITY,6.0668914,5.4481142,Ovia-North-East,,sw,2'' valve was illegally installed on the company's 6'' export pipeline.,ED,,,,,9/10/2022,"nosdra,dpr,cmpny,cmmnt",,,,,,,,,,,,,2022-09-12 WA003
244489,confirmed,ph,NAOC,2022/LAR/159,9/7/2022,9/7/2022,co,0.2,,9/11/2022,fl,cor,"dk,bm","obiafu 35s Flowline at Omoku community, ONELGA, Rivers state",5.40775,6.573,Ogba/Egbema/Ndoni,1547.41,sw,condensate spilled impacted swamp and adjoining creek,RI,,10/25/2022,10/25/2022,,9/11/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-09-30 PH154, 2022-10-19 PH154, 2023-01-03 PH116, 2023-01-04 PH116"
244678,confirmed,wa,Heritage,HEOSL/2022/186,9/6/2022,9/7/2022,cr,20,,,pl,cor,other:none,28 TFP AT YEYE,5.4430556,5.3927778,Warri-South-West,,sw,"Surface water and vegetation were impacted, the spill was within and outside the company's right of way.",DE,,,,,9/28/2022,"nosdra,cmpny,cmmnt",,,,,,,,,,,,,2022-10-12 WA003
243308,confirmed,wa,ERL,ERL/M148/HSSE/NOS/2022/010,9/6/2022,9/6/2022,cr,1,,,pl,other: mys,other:none,TP 9 OKI OZIENGBE FLOWSTATION EXPORT PIPELINE AT AJATITON IKARA,6.0894983,5.5106067,Ikpoba-Okha,,iw,"Vegetation and surface water were impacted, the spill was within and outside the company's right of way",ED,,,,,9/9/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-09-10 WA003, 2022-09-13 WA003, 2023-06-13 AB008"
282778,confirmed,wa,SEPLAT,SEPLAT/13P/2022,9/5/2022,9/6/2022,no,,,,pl,sab,bw,20'' AMUKPE - ESCRAVOS PIPELINE @ 31.95 BENIKRUKRU,5.8084139,5.3945167,Warri-South-West,,sw,An illegal 3'' hot tap valve was attached on the company's pipeline at 12 O' clock position,DE,,,,,5/28/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-08-22 WA003, 2023-09-11 WA003"
280575,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13L/2022,9/5/2022,9/6/2022,cr,2,,,pl,sab,,20'' AMUKPE-ESCRAVOS PIPELINE AT KM 27.1 OML 98.,5.8189722,5.4443333,Warri-South-West,,sw,Vegetation was impacted. An illegal attachment of 3'' Ball valve with extended pipe mounted on 20'' Amukpe-Escravos Pipeline at 12 O'clock position. The spill was within the company's right of way.,DE,,,,,4/3/2023,"nosdra,cmmnt,cmpny,dpr,mnstry",,,,,,,,,,,,,2023-08-03 AB017
279640,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13K/2022,9/5/2022,9/6/2022,no,,,,pl,sab,,20'' AMUKPE - ESCRAVOS PIPELINE KM 22.9 (OML 98) AT UBAGBORO.,5.822875,5.4825417,Warri-South,,sw,An illegal 4'' valve with elongated pipe attached to the company's pipeline,DE,,,,,2/20/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-15 WA003, 2023-06-02 WA003, 2023-09-25 WA003"
274343,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13N/2022,9/5/2022,9/6/2022,no,,,,pl,sab,,20'' AMUKPE - ESCRAVOS PIPELINE @ KM 14 OML98,5.8411111,5.5611111,Sapele,,sw,An illegal 4'' ball valve with 4'' riser attached to the company's pipeline.,DE,,,,,4/18/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-04-20 WA003
274219,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13K/2022,9/5/2022,9/6/2022,cr,0.0126,,,pl,sab,other:coffer dam,20'' AMUKPE - ESCRAVOS PIPELINE ROW AT KM 32 (OML 98 BENIKRUKRU),5.8084333,5.3944472,Warri-South-West,,sw,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,,,,3/25/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-04-06 WA003
268880,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13J/2022,9/5/2022,9/6/2022,no,,,,pl,sab,,20'' ESCRAVOS AMUKPE PIPELINE @ KM 24.8 @ UBAGBORO,5.8195278,5.4666111,Warri-South-West,,sw,An illegal 3'' valve was installed on the company's pipeline.,DE,,,,,2/13/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-02-17 WA003
268879,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13I/2022,9/5/2022,9/6/2022,no,,,,pl,sab,,20'' AEP KM 19.3 AT UBAGBORO COMMUNITY,5.8299,5.5146806,Warri-South,,sw,,DE,,,,,2/8/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-02-17 WA003, 2023-02-18 WA003"
268133,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13B/2022,9/5/2022,9/6/2022,no,,,,pl,sab,,"20'' AMUKPE-ESCRAVOS PIPELINE AT BENIKRUKRU COMMUNITY, KM49.",5.7308889,5.2766944,Warri-North,,sw,An illegal 4'' valve was installed on Seplat 20'' AEP at 12 O'clock position.,DE,,,,,11/29/2022,"nosdra,cmmnt,cmpny,dpr,mnstry",,,,,,,,,,,,,2023-05-16 AB017
268111,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13H/2022,9/5/2022,9/6/2022,cr,20,,,pl,sab,bm,20'' AMUKPE - ESCRAVOS PIPELINE AT KM 51,5.7119722,5.2638333,Warri-South-West,,sw,"Fishpond, vegetation, surface water and soil was impacted, dead floating fishes and crabs was sighted, the spill was within and outside the company's right of way.",DE,,,,,1/16/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-02-02 WA003
268086,confirmed,wa,SEPLAT,SEPLAT/WA/OS/13G/2022,9/5/2022,9/6/2022,cr,0.63,,,pl,sab,other:none,20'' AMUKPE - ESCRAVOS PIPELINE ROW @ UBAGBORO,5.8316667,5.5225,Warri-South,,sw,"Vegetation and surface water were impacted, the spill was within the company's right of way.",DE,,,,,1/24/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-01-26 WA003
